merge_id,section,variant,canonical,rule,status,n_variant,n_canonical,detail,decision,reason
persons: E. Gebhard -> Erwin Gebhard,persons,E. Gebhard,Erwin Gebhard,initial-unique,auto,2,2,,,
persons: Gebhard -> Erwin Gebhard,persons,Gebhard,Erwin Gebhard,surname-unique,auto,1,2,,,
persons: Hartmann -> E. Hartmann,persons,Hartmann,E. Hartmann,surname-unique,auto,1,1,,,
persons: Hesse -> E. Hesse,persons,Hesse,E. Hesse,surname-unique,auto,1,8,,,
persons: E. Laubmann -> ELISABETH LAUBMANN,persons,E. Laubmann,ELISABETH LAUBMANN,initial-unique,auto,6,1,,,
persons: E. Leibbrand -> Eduard Leibbrand,persons,E. Leibbrand,Eduard Leibbrand,initial-unique,auto,2,11,,,
persons: Leibbrand -> Eduard Leibbrand,persons,Leibbrand,Eduard Leibbrand,surname-unique,auto,9,11,,,
persons: E. Pappel -> Einhart Pappel,persons,E. Pappel,Einhart Pappel,initial-unique,auto,20,19,,,
persons: E. Pfeiffer -> Ernst Pfeiffer,persons,E. Pfeiffer,Ernst Pfeiffer,initial-unique,auto,3,2,,,
persons: Rappel -> E. Rappel,persons,Rappel,E. Rappel,surname-unique,auto,1,9,,,
persons: E. Rogge -> Einhart Rogge,persons,E. Rogge,Einhart Rogge,initial-unique,auto,1,69,,,
persons: Rogge -> Einhart Rogge,persons,Rogge,Einhart Rogge,surname-unique,auto,7,69,,,
persons: E. Ruppel -> Einhart Ruppel,persons,E. Ruppel,Einhart Ruppel,initial-unique,auto,126,70,,,
persons: Ruppel -> Einhart Ruppel,persons,Ruppel,Einhart Ruppel,dominant,auto,1,70,,,
persons: Ruppert -> E. Ruppert,persons,Ruppert,E. Ruppert,surname-unique,auto,7,2,,,
persons: Rygel -> E. Rygel,persons,Rygel,E. Rygel,surname-unique,auto,2,21,,,
persons: E. Ryzel -> Einhart Ryzel,persons,E. Ryzel,Einhart Ryzel,initial-unique,auto,19,26,,,
persons: Schalkhaußer -> E. Schalkhaußer,persons,Schalkhaußer,E. Schalkhaußer,surname-unique,auto,4,2,,,
persons: Schalkhäuser -> E. Schalkhäuser,persons,Schalkhäuser,E. Schalkhäuser,surname-unique,auto,14,22,,,
persons: E. Schnabel -> Emil Schnabel,persons,E. Schnabel,Emil Schnabel,initial-unique,auto,4,3,,,
persons: Hauptlehrer Schnabel -> Emil Schnabel,persons,Hauptlehrer Schnabel,Emil Schnabel,surname-unique,auto,1,3,,,
persons: Schnabel -> Emil Schnabel,persons,Schnabel,Emil Schnabel,same-key,auto,1,3,,,
persons: E. Schuhmacher -> Eugen Schuhmacher,persons,E. Schuhmacher,Eugen Schuhmacher,initial-unique,auto,489,52,,,
persons: Schuhmacher -> Eugen Schuhmacher,persons,Schuhmacher,Eugen Schuhmacher,dominant,auto,89,52,,,
persons: E. Schumacher -> Eugen Schumacher,persons,E. Schumacher,Eugen Schumacher,initial-unique,auto,80,1,,,
persons: E. Seippel -> Eduard Seippel,persons,E. Seippel,Eduard Seippel,initial-unique,auto,1,9,,,
persons: E. Sommerfeldt -> Ekart Sommerfeldt,persons,E. Sommerfeldt,Ekart Sommerfeldt,initial-unique,auto,3,2,,,
persons: Voigt -> E. Voigt,persons,Voigt,E. Voigt,surname-unique,auto,31,2,,,
persons: Winkler -> E.Winkler,persons,Winkler,E.Winkler,surname-unique,auto,1,1,,,
persons: EINHARD BEZZEL -> Einhard Bezzel,persons,EINHARD BEZZEL,Einhard Bezzel,same-key,auto,1,47,,,
persons: Prof. Eberhard -> Eberhard,persons,Prof. Eberhard,Eberhard,same-key,auto,1,1,,,
persons: Roppel -> Eberhard Roppel,persons,Roppel,Eberhard Roppel,dominant,auto,2,5,,,
persons: Seppel -> Eberhard Seppel,persons,Seppel,Eberhard Seppel,surname-unique,auto,62,1,,,
persons: Eckart -> Karl Eckart,persons,Eckart,Karl Eckart,surname-unique,auto,2,2,,,
persons: Frhr. Hammerstein -> Eckart Hammerstein,persons,Frhr. Hammerstein,Eckart Hammerstein,surname-unique,auto,1,2,,,
persons: Edelmann -> Hans Edelmann,persons,Edelmann,Hans Edelmann,surname-unique,auto,2,2,,,
persons: Rektor Edelmann -> Hans Edelmann,persons,Rektor Edelmann,Hans Edelmann,same-key,auto,1,2,,,
persons: Himmelhorst -> Eg. Himmelhorst,persons,Himmelhorst,Eg. Himmelhorst,dominant,auto,1,13,,,
persons: Graf Eisenreich -> Eisenreich,persons,Graf Eisenreich,Eisenreich,same-key,auto,2,2,,,
persons: Engelmann -> Herr Major Engelmann,persons,Engelmann,Herr Major Engelmann,same-key,auto,1,2,,,
persons: Herr Engelmann -> Herr Major Engelmann,persons,Herr Engelmann,Herr Major Engelmann,same-key,auto,1,2,,,
persons: Engl -> Hans Engl,persons,Engl,Hans Engl,surname-unique,auto,2,2,,,
persons: Herr Engl -> Hans Engl,persons,Herr Engl,Hans Engl,same-key,auto,4,2,,,
persons: Entfellner -> Fritz Entfellner,persons,Entfellner,Fritz Entfellner,surname-unique,auto,1,98,,,
persons: Entmayr -> Heinz Entmayr,persons,Entmayr,Heinz Entmayr,surname-unique,auto,2,1,,,
persons: Enzfellner -> Fritz Enzfellner,persons,Enzfellner,Fritz Enzfellner,surname-unique,auto,1,2,,,
persons: Oberpostmeister Eppner -> Eppner,persons,Oberpostmeister Eppner,Eppner,same-key,auto,1,3,,,
persons: Er [?] -> Er,persons,Er [?],Er,same-key,auto,4,7,,,
persons: er -> Er,persons,er,Er,same-key,auto,2,7,,,
persons: Wurst -> Er-Wurst,persons,Wurst,Er-Wurst,surname-unique,auto,19,4,,,
persons: Erdt -> Ober.-L. Erdt,persons,Erdt,Ober.-L. Erdt,surname-unique,auto,5,2,,,
persons: Fröhlich -> Erl. Fröhlich,persons,Fröhlich,Erl. Fröhlich,surname-unique,auto,6,2,,,
persons: Inspektor Burkhart -> Ernst Burkhart,persons,Inspektor Burkhart,Ernst Burkhart,surname-unique,auto,2,1,,,
persons: Schuster -> Eva Schuster,persons,Schuster,Eva Schuster,surname-unique,auto,2,2,,,
persons: Horn -> F. E. Horn,persons,Horn,F. E. Horn,surname-unique,auto,2,3,,,
persons: F.K. Engel -> F. K. Engel,persons,F.K. Engel,F. K. Engel,same-key,auto,4,33,,,
persons: F. Müller -> Franz Müller,persons,F. Müller,Franz Müller,dominant,auto,6,31,,,
persons: Friderici -> FRIDERICI,persons,Friderici,FRIDERICI,same-key,auto,1,2,,,
persons: Faulhaber -> Hans Faulhaber,persons,Faulhaber,Hans Faulhaber,dominant,auto,2,13,,,
persons: Stephan -> Fischer Stephan,persons,Stephan,Fischer Stephan,surname-unique,auto,1,2,,,
persons: Wächter -> Fischer-Wächter,persons,Wächter,Fischer-Wächter,surname-unique,auto,3,2,,,
persons: Präparator Flake -> Flake,persons,Präparator Flake,Flake,same-key,auto,1,2,,,
persons: Koch -> Forstmeister Koch,persons,Koch,Forstmeister Koch,same-key,auto,4,12,,,
persons: Fr Engel -> Fr. Engel,persons,Fr Engel,Fr. Engel,same-key,auto,26,174,,,
persons: Fr Gauger -> Fr. Gauger,persons,Fr Gauger,Fr. Gauger,same-key,auto,4,6,,,
persons: Fr. H. Engel -> Fr H. Engel,persons,Fr. H. Engel,Fr H. Engel,same-key,auto,1,12,,,
persons: Fr. Singer -> Fr Singer,persons,Fr. Singer,Fr Singer,same-key,auto,1,1,,,
persons: Fr Uhl -> Fr. Uhl,persons,Fr Uhl,Fr. Uhl,same-key,auto,2,7,,,
persons: Fr Wüst -> Fr. Wüst,persons,Fr Wüst,Fr. Wüst,same-key,auto,10,167,,,
persons: Herr Auer -> Franz Auer,persons,Herr Auer,Franz Auer,surname-unique,auto,2,3,,,
persons: Hr. Auer -> Franz Auer,persons,Hr. Auer,Franz Auer,same-key,auto,12,3,,,
persons: Hr. Maier -> Franz Maier,persons,Hr. Maier,Franz Maier,dominant,auto,2,33,,,
persons: Maier -> Franz Maier,persons,Maier,Franz Maier,same-key,auto,11,33,,,
persons: Hr. Meier -> Franz Meier,persons,Hr. Meier,Franz Meier,surname-unique,auto,7,9,,,
persons: Meier -> Franz Meier,persons,Meier,Franz Meier,same-key,auto,3,9,,,
persons: Murr -> Franz Murr,persons,Murr,Franz Murr,dominant,auto,3,40,,,
persons: Hr. Mürr -> Franz Mürr,persons,Hr. Mürr,Franz Mürr,surname-unique,auto,1,10,,,
persons: Mürr -> Franz Mürr,persons,Mürr,Franz Mürr,same-key,auto,8,10,,,
persons: Stauder -> Franz Stauder,persons,Stauder,Franz Stauder,surname-unique,auto,1,3,,,
persons: Frau Koenig -> Frau König,persons,Frau Koenig,Frau König,same-key,auto,1,1,,,
persons: Frau W. Wüst -> Frl. W. Wüst,persons,Frau W. Wüst,Frl. W. Wüst,wikidata,auto,1,17,,,
persons: Freund Groebbels -> Groebbels,persons,Freund Groebbels,Groebbels,dominant,auto,7,1,,,
persons: Frhr. Schrenck-Notzing von Vietinghoff-Riesch -> Riesch,persons,Frhr. Schrenck-Notzing von Vietinghoff-Riesch,Riesch,surname-unique,auto,1,1,,,
persons: Kaiser -> Fritz Kaiser,persons,Kaiser,Fritz Kaiser,surname-unique,auto,1,2,,,
persons: Prof. Fritz Steinmetzger -> Fritz Steinmetzger,persons,Prof. Fritz Steinmetzger,Fritz Steinmetzger,same-key,auto,2,2,,,
persons: Sturm -> Fritz Sturm,persons,Sturm,Fritz Sturm,surname-unique,auto,5,4,,,
persons: Frl. FRÖHLICH -> Frl. Fröhlich,persons,Frl. FRÖHLICH,Frl. Fröhlich,same-key,auto,2,26,,,
persons: Förster Bamberg -> Melchior Bamberg,persons,Förster Bamberg,Melchior Bamberg,surname-unique,auto,3,2,,,
persons: Förster Bertold -> Jäger Bertold,persons,Förster Bertold,Jäger Bertold,surname-unique,auto,2,2,,,
persons: Förster Faubner -> Heider Faubner,persons,Förster Faubner,Heider Faubner,surname-unique,auto,5,1,,,
persons: Förster Weber -> Maria Weber,persons,Förster Weber,Maria Weber,dominant,auto,3,38,,,
persons: Hauptlehrer Weber -> Maria Weber,persons,Hauptlehrer Weber,Maria Weber,same-key,auto,2,38,,,
persons: Weber -> Maria Weber,persons,Weber,Maria Weber,same-key,auto,14,38,,,
persons: Fürst -> Ing. Dr. A. Fürst,persons,Fürst,Ing. Dr. A. Fürst,surname-unique,auto,1,1,,,
persons: G. Frank -> Georg Frank,persons,G. Frank,Georg Frank,initial-unique,auto,1,2,,,
persons: Herold -> G. Herold,persons,Herold,G. Herold,surname-unique,auto,1,4,,,
persons: G. Kaminski -> Gerhard Kaminski,persons,G. Kaminski,Gerhard Kaminski,initial-unique,auto,5,13,,,
persons: Kaminski -> Gerhard Kaminski,persons,Kaminski,Gerhard Kaminski,surname-unique,auto,1,13,,,
persons: G. Kammer -> Gerhard Kammer,persons,G. Kammer,Gerhard Kammer,initial-unique,auto,4,2,,,
persons: Knick -> G. Knick,persons,Knick,G. Knick,surname-unique,auto,1,1,,,
persons: Kramer -> G. Kramer,persons,Kramer,G. Kramer,surname-unique,auto,1,1,,,
persons: Link -> G. Link,persons,Link,G. Link,surname-unique,auto,7,2,,,
persons: cand. Link -> G. Link,persons,cand. Link,G. Link,same-key,auto,2,2,,,
persons: G. Müller -> Gerhard Müller,persons,G. Müller,Gerhard Müller,initial-unique,auto,3,2,,,
persons: G. Olivier -> Georges Olivier,persons,G. Olivier,Georges Olivier,initial-unique,auto,2,1,,,
persons: G. Schanz -> Georg Schanz,persons,G. Schanz,Georg Schanz,initial-unique,auto,1,1,,,
persons: G. Straubinger -> Gert Straubinger,persons,G. Straubinger,Gert Straubinger,initial-unique,auto,2,2,,,
persons: Werner -> G. Werner,persons,Werner,G. Werner,surname-unique,auto,2,4,,,
persons: GABEL -> Gabel,persons,GABEL,Gabel,same-key,auto,1,2,,,
persons: Gerstein -> GERSTEIN,persons,Gerstein,GERSTEIN,same-key,auto,1,1,,,
persons: Gapp -> Präparator Gapp,persons,Gapp,Präparator Gapp,same-key,auto,2,2,,,
persons: Seil -> Georg Seil,persons,Seil,Georg Seil,surname-unique,auto,1,1,,,
persons: Gerber -> Robert Gerber,persons,Gerber,Robert Gerber,surname-unique,auto,1,12,,,
persons: Ritter -> Gerhart Ritter,persons,Ritter,Gerhart Ritter,surname-unique,auto,5,1,,,
persons: Giebel -> Rudolf Giebel,persons,Giebel,Rudolf Giebel,surname-unique,auto,1,2,,,
persons: Giersberg -> Prof. Dr. H. Giersberg,persons,Giersberg,Prof. Dr. H. Giersberg,surname-unique,auto,1,1,,,
persons: Prof. Giersberg -> Prof. Dr. H. Giersberg,persons,Prof. Giersberg,Prof. Dr. H. Giersberg,same-key,auto,1,1,,,
persons: Glück -> Herr Glück,persons,Glück,Herr Glück,same-key,auto,2,4,,,
persons: Haeseler -> Gottlieb Haeseler,persons,Haeseler,Gottlieb Haeseler,surname-unique,auto,1,1,,,
persons: Graf -> v. Graf,persons,Graf,v. Graf,surname-unique,auto,2,2,,,
persons: Graf Ries -> Professor Dr. A. Ries,persons,Graf Ries,Professor Dr. A. Ries,dominant,auto,1,3,,,
persons: Prof. A. Ries -> Professor Dr. A. Ries,persons,Prof. A. Ries,Professor Dr. A. Ries,same-key,auto,29,3,,,
persons: Prof. Dr. Ries -> Professor Dr. A. Ries,persons,Prof. Dr. Ries,Professor Dr. A. Ries,surname-unique,auto,2,3,,,
persons: Prof. Ries -> Professor Dr. A. Ries,persons,Prof. Ries,Professor Dr. A. Ries,same-key,auto,14,3,,,
persons: Ries -> Professor Dr. A. Ries,persons,Ries,Professor Dr. A. Ries,same-key,auto,3,3,,,
persons: Graff -> Joachim Graff,persons,Graff,Joachim Graff,surname-unique,auto,1,24,,,
persons: Grawert -> Prof. Grawert,persons,Grawert,Prof. Grawert,same-key,auto,1,2,,,
persons: Grimm -> Josef Grimm,persons,Grimm,Josef Grimm,surname-unique,auto,1,2,,,
persons: Griscom -> L. Griscom,persons,Griscom,L. Griscom,surname-unique,auto,1,1,,,
persons: Gugg -> K. Gugg,persons,Gugg,K. Gugg,surname-unique,auto,2,1,,,
persons: Witherby -> H. F. Witherby,persons,Witherby,H. F. Witherby,surname-unique,auto,1,1,,,
persons: Hildebrandt -> H. Hildebrandt,persons,Hildebrandt,H. Hildebrandt,surname-unique,auto,2,1,,,
persons: H. K -> H.K.,persons,H. K,H.K.,same-key,auto,2,11,,,
persons: H. Kange -> Prof. H. Kange,persons,H. Kange,Prof. H. Kange,same-key,auto,1,2,,,
persons: Kange -> Prof. H. Kange,persons,Kange,Prof. H. Kange,surname-unique,auto,1,2,,,
persons: H. Kanzl -> Hans Kanzl,persons,H. Kanzl,Hans Kanzl,initial-unique,auto,7,4,,,
persons: Herr Kanzl -> Hans Kanzl,persons,Herr Kanzl,Hans Kanzl,surname-unique,auto,3,4,,,
persons: Kanzl -> Hans Kanzl,persons,Kanzl,Hans Kanzl,same-key,auto,1,4,,,
persons: Kink -> H. Kink,persons,Kink,H. Kink,dominant,auto,2,8,,,
persons: Krug -> H. Krug,persons,Krug,H. Krug,surname-unique,auto,6,2,,,
persons: Prof. Krug -> H. Krug,persons,Prof. Krug,H. Krug,same-key,auto,1,2,,,
persons: H. Kurt -> Haller Kurt,persons,H. Kurt,Haller Kurt,initial-unique,auto,10,12,,,
persons: H. Kögel -> Hans Kögel,persons,H. Kögel,Hans Kögel,initial-unique,auto,3,4,,,
persons: Kühl -> H. Kühl,persons,Kühl,H. Kühl,surname-unique,auto,2,18,,,
persons: Rathmayr -> H. Rathmayr,persons,Rathmayr,H. Rathmayr,surname-unique,auto,3,1,,,
persons: Remert -> H. Remert,persons,Remert,H. Remert,surname-unique,auto,2,1,,,
persons: H. Rundt -> Heinz Rundt,persons,H. Rundt,Heinz Rundt,initial-unique,auto,7,1,,,
persons: Hr H. Rück -> H. Rück,persons,Hr H. Rück,H. Rück,same-key,auto,1,20,,,
persons: Hr H. Sachtleben -> H. Sachtleben,persons,Hr H. Sachtleben,H. Sachtleben,same-key,auto,2,2,,,
persons: H. Taubenberger -> Hans Taubenberger,persons,H. Taubenberger,Hans Taubenberger,dominant,auto,4,17,,,
persons: Herr Taubenberger -> Hans Taubenberger,persons,Herr Taubenberger,Hans Taubenberger,dominant,auto,2,17,,,
persons: Taubenberger -> Hans Taubenberger,persons,Taubenberger,Hans Taubenberger,same-key,auto,17,17,,,
persons: H. Weber -> Hubert Weber,persons,H. Weber,Hubert Weber,initial-unique,auto,1,4,,,
persons: Wirt -> H. Wirt,persons,Wirt,H. Wirt,dominant,auto,33,58,,,
persons: Wolf -> H. Wolf,persons,Wolf,H. Wolf,dominant,auto,93,18,,,
persons: Wörl -> H. Wörl,persons,Wörl,H. Wörl,surname-unique,auto,1,1,,,
persons: Wörz -> H. Wörz,persons,Wörz,H. Wörz,surname-unique,auto,4,2,,,
persons: Haas -> de Haas,persons,Haas,de Haas,surname-unique,auto,1,1,,,
persons: Oberlehrer Haas -> de Haas,persons,Oberlehrer Haas,de Haas,same-key,auto,2,1,,,
persons: Prof. Hamp -> Hamp,persons,Prof. Hamp,Hamp,same-key,auto,1,1,,,
persons: Rathmeyer -> Hanna Rathmeyer,persons,Rathmeyer,Hanna Rathmeyer,surname-unique,auto,1,1,,,
persons: Hans -> Ludwig Hans,persons,Hans,Ludwig Hans,surname-unique,auto,11,1,,,
persons: Högel -> Hans Högel,persons,Högel,Hans Högel,surname-unique,auto,2,1,,,
persons: Krieg -> Hans Krieg,persons,Krieg,Hans Krieg,surname-unique,auto,5,1,,,
persons: Prof. Dr. Krieg -> Hans Krieg,persons,Prof. Dr. Krieg,Hans Krieg,same-key,auto,4,1,,,
persons: Prof. Krieg -> Hans Krieg,persons,Prof. Krieg,Hans Krieg,same-key,auto,20,1,,,
persons: Prof. SCHWARZ -> Hans Schwarz,persons,Prof. SCHWARZ,Hans Schwarz,surname-unique,auto,1,1,,,
persons: Schwarz -> Hans Schwarz,persons,Schwarz,Hans Schwarz,same-key,auto,1,1,,,
persons: Venzl -> Hans Venzl,persons,Venzl,Hans Venzl,surname-unique,auto,3,2,,,
persons: Hauptlehrer Ried -> N. Ried,persons,Hauptlehrer Ried,N. Ried,surname-unique,auto,2,2,,,
persons: Heer -> Jakob Chr. Heer,persons,Heer,Jakob Chr. Heer,surname-unique,auto,2,1,,,
persons: Oberst Heinrich Ehrlich -> Heinrich Ehrlich,persons,Oberst Heinrich Ehrlich,Heinrich Ehrlich,same-key,auto,1,2,,,
persons: Rennert -> Heinz Rennert,persons,Rennert,Heinz Rennert,dominant,auto,2,68,,,
persons: Reusch -> Heinz Reusch,persons,Reusch,Heinz Reusch,surname-unique,auto,1,1,,,
persons: Sedlmayr -> Heinz Sedlmayr,persons,Sedlmayr,Heinz Sedlmayr,surname-unique,auto,4,1,,,
persons: Helliger -> Martin Helliger,persons,Helliger,Martin Helliger,surname-unique,auto,3,2,,,
persons: M. Helliger -> Martin Helliger,persons,M. Helliger,Martin Helliger,initial-unique,auto,3,2,,,
persons: Henseler -> Nikolaus Henseler,persons,Henseler,Nikolaus Henseler,surname-unique,auto,7,2,,,
persons: Herr Engelhardt -> Hr Engelhardt,persons,Herr Engelhardt,Hr Engelhardt,same-key,auto,1,1,,,
persons: Herr Hattiger -> M. Hattiger,persons,Herr Hattiger,M. Hattiger,surname-unique,auto,2,3,,,
persons: Herr Hettiger -> Martin Hettiger,persons,Herr Hettiger,Martin Hettiger,surname-unique,auto,1,2,,,
persons: Hettiger -> Martin Hettiger,persons,Hettiger,Martin Hettiger,same-key,auto,7,2,,,
persons: M. Hettiger -> Martin Hettiger,persons,M. Hettiger,Martin Hettiger,initial-unique,auto,4,2,,,
persons: Jordans -> Herr Jordans,persons,Jordans,Herr Jordans,same-key,auto,3,5,,,
persons: Herr Kargin -> Kargin,persons,Herr Kargin,Kargin,same-key,auto,1,5,,,
persons: Kengl -> Herr Kengl,persons,Kengl,Herr Kengl,same-key,auto,1,3,,,
persons: Herr Kierer -> Hr. Kierer,persons,Herr Kierer,Hr. Kierer,same-key,auto,2,2,,,
persons: Herr Krüger -> Krüger,persons,Herr Krüger,Krüger,same-key,auto,1,1,,,
persons: Stud. Krüger -> Krüger,persons,Stud. Krüger,Krüger,same-key,auto,1,1,,,
persons: Herr Kugl -> Kugl,persons,Herr Kugl,Kugl,same-key,auto,6,9,,,
persons: Herr Laufer -> Laufer,persons,Herr Laufer,Laufer,same-key,auto,3,6,,,
persons: Mück -> Herr Mario Mück,persons,Mück,Herr Mario Mück,surname-unique,auto,6,14,,,
persons: Herr Morgenthaler -> Otto Morgenthaler,persons,Herr Morgenthaler,Otto Morgenthaler,surname-unique,auto,1,1,,,
persons: Morgenthaler -> Otto Morgenthaler,persons,Morgenthaler,Otto Morgenthaler,same-key,auto,1,1,,,
persons: Herr Prager -> M. Prager,persons,Herr Prager,M. Prager,surname-unique,auto,2,6,,,
persons: Herr Röger -> Valentin Röger,persons,Herr Röger,Valentin Röger,surname-unique,auto,1,1,,,
persons: S. Engel -> Herr S. Engel,persons,S. Engel,Herr S. Engel,same-key,auto,2,3,,,
persons: Herr Stark -> Walter Stark,persons,Herr Stark,Walter Stark,dominant,auto,2,90,,,
persons: Stark -> Walter Stark,persons,Stark,Walter Stark,same-key,auto,12,90,,,
persons: W. Stark -> Walter Stark,persons,W. Stark,Walter Stark,initial-unique,auto,41,90,,,
persons: Herr Vogt -> Stud. Vogt,persons,Herr Vogt,Stud. Vogt,same-key,auto,2,4,,,
persons: Vogt -> Stud. Vogt,persons,Vogt,Stud. Vogt,same-key,auto,1,4,,,
persons: Warnke -> Hildegard Warnke,persons,Warnke,Hildegard Warnke,surname-unique,auto,2,21,,,
persons: Hilliger -> Martin Hilliger,persons,Hilliger,Martin Hilliger,surname-unique,auto,1,1,,,
persons: Hinz -> Walter Hinz,persons,Hinz,Walter Hinz,surname-unique,auto,2,3,,,
persons: Huber -> Ludwig Huber,persons,Huber,Ludwig Huber,dominant,auto,4,20,,,
"persons: Hubert -> Riegler, Hubert",persons,Hubert,"Riegler, Hubert",surname-unique,auto,2,2,,,
persons: Otto -> Hugo Otto,persons,Otto,Hugo Otto,surname-unique,auto,5,2,,,
persons: Hübner -> Michael Hübner,persons,Hübner,Michael Hübner,surname-unique,auto,1,2,,,
persons: cand. Hübner -> Michael Hübner,persons,cand. Hübner,Michael Hübner,same-key,auto,1,2,,,
persons: IRMGARD -> Irmgard,persons,IRMGARD,Irmgard,same-key,auto,1,2,,,
persons: Inspektor Künhardt -> Künhardt,persons,Inspektor Künhardt,Künhardt,same-key,auto,2,2,,,
persons: Rückhardt -> Inspektor Rückhardt,persons,Rückhardt,Inspektor Rückhardt,same-key,auto,2,5,,,
persons: Inspektor Schwangart -> Prof. Schwangart,persons,Inspektor Schwangart,Prof. Schwangart,same-key,auto,2,23,,,
persons: Schwangart -> Prof. Schwangart,persons,Schwangart,Prof. Schwangart,same-key,auto,14,23,,,
persons: J. Jacobs -> Jürgen Jacobs,persons,J. Jacobs,Jürgen Jacobs,initial-unique,auto,1,1,,,
persons: Konrad -> J. Konrad,persons,Konrad,J. Konrad,surname-unique,auto,1,1,,,
persons: J. Schenk -> Jakob Schenk,persons,J. Schenk,Jakob Schenk,initial-unique,auto,1,1,,,
persons: Jaeckel -> Jäckel,persons,Jaeckel,Jäckel,same-key,auto,1,11,,,
persons: Schrick -> Jakob Schrick,persons,Schrick,Jakob Schrick,surname-unique,auto,3,7,,,
persons: Lechner -> Johann Lechner,persons,Lechner,Johann Lechner,surname-unique,auto,2,1,,,
persons: Scherer -> Jäger Scherer,persons,Scherer,Jäger Scherer,surname-unique,auto,2,2,,,
persons: K. E. Olszewski -> Karl Ewald Olszewski,persons,K. E. Olszewski,Karl Ewald Olszewski,initial-unique,auto,1,2,,,
persons: Olszewski -> Karl Ewald Olszewski,persons,Olszewski,Karl Ewald Olszewski,surname-unique,auto,1,2,,,
persons: K. Flake -> Karl Flake,persons,K. Flake,Karl Flake,initial-unique,auto,2,1,,,
persons: Laukas -> K. Laukas,persons,Laukas,K. Laukas,surname-unique,auto,2,2,,,
persons: K. Lauter -> Karl Lauter,persons,K. Lauter,Karl Lauter,initial-unique,auto,2,2,,,
persons: Remonat -> K. Remonat,persons,Remonat,K. Remonat,surname-unique,auto,1,16,,,
persons: Präparator Sepp -> K. Sepp,persons,Präparator Sepp,K. Sepp,surname-unique,auto,23,2,,,
persons: Sepp -> K. Sepp,persons,Sepp,K. Sepp,same-key,auto,24,2,,,
persons: K. Wagner -> Kurt Wagner,persons,K. Wagner,Kurt Wagner,initial-unique,auto,1,9,,,
persons: Witt -> K. Witt,persons,Witt,K. Witt,dominant,auto,1,5,,,
persons: Lanken -> Karl Lanken,persons,Lanken,Karl Lanken,surname-unique,auto,2,2,,,
persons: Ritz -> Karl Ritz,persons,Ritz,Karl Ritz,surname-unique,auto,1,3,,,
persons: Kind -> N. Kind,persons,Kind,N. Kind,dominant,auto,13,46,,,
persons: Kinnear -> N. B. Kinnear,persons,Kinnear,N. B. Kinnear,surname-unique,auto,1,1,,,
persons: Kummer -> Prof. Kummer,persons,Kummer,Prof. Kummer,same-key,auto,1,2,,,
persons: Kurt. -> Kurt,persons,Kurt.,Kurt,same-key,auto,1,76,,,
persons: Käthe -> Tante Käthe,persons,Käthe,Tante Käthe,surname-unique,auto,2,4,,,
persons: Küfer -> Michael Küfer,persons,Küfer,Michael Küfer,surname-unique,auto,2,2,,,
persons: M. Küfer -> Michael Küfer,persons,M. Küfer,Michael Küfer,initial-unique,auto,2,2,,,
persons: Kühn -> W. Kühn,persons,Kühn,W. Kühn,surname-unique,auto,2,2,,,
persons: Künz -> Walter Künz,persons,Künz,Walter Künz,surname-unique,auto,4,13,,,
persons: Küst -> W.W. Küst,persons,Küst,W.W. Küst,surname-unique,auto,4,3,,,
persons: Prof. L. Müller -> L. Müller,persons,Prof. L. Müller,L. Müller,same-key,auto,4,5,,,
persons: L. Stühler -> Ludwig Stühler,persons,L. Stühler,Ludwig Stühler,initial-unique,auto,1,1,,,
persons: Prof. Lambrecht -> Lambrecht,persons,Prof. Lambrecht,Lambrecht,same-key,auto,2,2,,,
persons: Liebmann -> W. Liebmann,persons,Liebmann,W. Liebmann,surname-unique,auto,1,2,,,
persons: Rothschild -> Lord Rothschild,persons,Rothschild,Lord Rothschild,surname-unique,auto,1,2,,,
persons: Schiffer -> Ludwig Schiffer,persons,Schiffer,Ludwig Schiffer,surname-unique,auto,1,2,,,
persons: Lönnberg -> Prof. E. Lönnberg,persons,Lönnberg,Prof. E. Lönnberg,surname-unique,auto,3,1,,,
persons: Prof. Dr. E. Lönnberg -> Prof. E. Lönnberg,persons,Prof. Dr. E. Lönnberg,Prof. E. Lönnberg,same-key,auto,1,1,,,
persons: M. Hermann -> Max Hermann,persons,M. Hermann,Max Hermann,initial-unique,auto,2,2,,,
persons: Stettiger -> M. Stettiger,persons,Stettiger,M. Stettiger,surname-unique,auto,4,2,,,
persons: Zierer -> M. Zierer,persons,Zierer,M. Zierer,surname-unique,auto,1,2,,,
persons: Rieger -> Martin Rieger,persons,Rieger,Martin Rieger,surname-unique,auto,12,2,,,
persons: Wied -> Martin Wied,persons,Wied,Martin Wied,dominant,auto,2,24,,,
persons: Reiser -> Max Reiser,persons,Reiser,Max Reiser,surname-unique,auto,3,1,,,
persons: Schmid -> Max Schmid,persons,Schmid,Max Schmid,dominant,auto,1,9,,,
persons: Moreau -> R. E. Moreau,persons,Moreau,R. E. Moreau,surname-unique,auto,1,1,,,
persons: Mutter -> Nettis Mutter,persons,Mutter,Nettis Mutter,surname-unique,auto,4,1,,,
persons: März -> Robert März,persons,März,Robert März,dominant,auto,8,28,,,
persons: Türk -> N. Türk,persons,Türk,N. Türk,surname-unique,auto,3,6,,,
