merge_id,section,variant,canonical,rule,status,n_variant,n_canonical,detail,decision,reason
places: Karelingerstraße -> Karolingerstraße,places,Karelingerstraße,Karolingerstraße,similar,candidate,2,190,similarity 0.94; kind locality / locality,y,garble of Karolingerstraße home
places: Karlschingerstraße -> Karl-Schwigerstraße,places,Karlschingerstraße,Karl-Schwigerstraße,similar,candidate,2,4,similarity 0.92; kind locality / locality,n,Karl-Schwiger unclear
places: Karl-Theodorstraße -> Karl-Theodor-Straße,places,Karl-Theodorstraße,Karl-Theodor-Straße,similar,candidate,4,8,similarity 0.97; kind locality / locality,y,hyphen variant
places: Karlachingerstraße -> Karlachinger Straße,places,Karlachingerstraße,Karlachinger Straße,similar,candidate,4,15,similarity 0.97; kind locality / locality,y,compound spacing
places: Karlinger Straße -> Karlachinger Straße,places,Karlinger Straße,Karlachinger Straße,similar,candidate,2,15,similarity 0.92; kind locality / locality,n,Karolinger vs Harlachinger streets
places: Karlschingerstraße -> Karlachinger Straße,places,Karlschingerstraße,Karlachinger Straße,similar,candidate,2,15,similarity 0.92; kind locality / locality,y,garble of Harlachinger Straße Hangwald
places: Karlachingerstraße -> Karlingerstraße,places,Karlachingerstraße,Karlingerstraße,similar,candidate,4,17,similarity 0.91; kind locality / locality,n,Harlachinger vs Karolinger streets
places: Karlschingerstraße -> Karlachingerstraße,places,Karlschingerstraße,Karlachingerstraße,similar,candidate,2,4,similarity 0.95; kind locality / locality,n,superseded; another canonical accepted
places: Karlbergstraße -> Karlburgstraße,places,Karlbergstraße,Karlburgstraße,similar,candidate,2,4,similarity 0.93; kind locality / locality,y,e/u OCR; same street
places: Karlsburgstraße -> Karlbergstraße,places,Karlsburgstraße,Karlbergstraße,similar,candidate,2,2,similarity 0.90; kind locality / locality,n,superseded; another canonical accepted
places: Karlsburgstraße -> Karlburgstraße,places,Karlsburgstraße,Karlburgstraße,similar,candidate,2,4,similarity 0.97; kind locality / locality,y,s insertion same street
places: Karlhof -> Karlshof,places,Karlhof,Karlshof,similar,candidate,2,8,similarity 0.93; kind locality / locality,y,s variant
places: Karlinger Allee -> Karolinger Allee,places,Karlinger Allee,Karolinger Allee,similar,candidate,1,34,similarity 0.97; kind - / locality,y,garble of home street Karolinger Allee
places: Karlinger Allee -> Karolsinger Allee,places,Karlinger Allee,Karolsinger Allee,similar,candidate,1,2,similarity 0.94; kind - / locality,n,superseded; another canonical accepted
places: Karlinger Allee -> Karwinger Allee,places,Karlinger Allee,Karwinger Allee,similar,candidate,1,2,similarity 0.93; kind - / locality,n,superseded; another canonical accepted
places: Karlinger Straße -> Karlingerstraße,places,Karlinger Straße,Karlingerstraße,similar,candidate,2,17,similarity 0.97; kind locality / locality,n,superseded; another canonical accepted
places: Karlovingerstraße -> Karlinger Straße,places,Karlovingerstraße,Karlinger Straße,similar,candidate,2,2,similarity 0.91; kind locality / locality,n,superseded; another canonical accepted
places: Karlsingerstraße -> Karlinger Straße,places,Karlsingerstraße,Karlinger Straße,similar,candidate,1,2,similarity 0.94; kind - / locality,n,superseded; another canonical accepted
places: Karlinger Straße -> Karolingerstraße,places,Karlinger Straße,Karolingerstraße,similar,candidate,2,190,similarity 0.94; kind locality / locality,y,o dropped OCR; home street
places: Karlovingerstraße -> Karlingerstraße,places,Karlovingerstraße,Karlingerstraße,similar,candidate,2,17,similarity 0.94; kind locality / locality,n,superseded; another canonical accepted
places: Karlschingerstraße -> Karlingerstraße,places,Karlschingerstraße,Karlingerstraße,similar,candidate,2,17,similarity 0.91; kind locality / locality,n,Harlachinger vs Karolinger streets
places: Karlsebingerstraße -> Karlingerstraße,places,Karlsebingerstraße,Karlingerstraße,similar,candidate,10,17,similarity 0.91; kind locality / locality,n,Karlsebinger unclear garble
places: Karlsingerstraße -> Karlingerstraße,places,Karlsingerstraße,Karlingerstraße,similar,candidate,1,17,similarity 0.97; kind - / locality,n,superseded; another canonical accepted
places: Karlsteingerstraße -> Karlingerstraße,places,Karlsteingerstraße,Karlingerstraße,similar,candidate,1,17,similarity 0.91; kind - / locality,n,Karlsteinger unclear garble
places: Karolingenstraße -> Karlingerstraße,places,Karolingenstraße,Karlingerstraße,similar,candidate,6,17,similarity 0.91; kind locality / locality,n,superseded; another canonical accepted
places: Karlingerstraße -> Karolingerstraße,places,Karlingerstraße,Karolingerstraße,similar,candidate,17,190,similarity 0.97; kind locality / locality,y,o dropped OCR; home street
places: Karlsingerstraße -> Karlovingerstraße,places,Karlsingerstraße,Karlovingerstraße,similar,candidate,1,2,similarity 0.91; kind - / locality,n,superseded; another canonical accepted
places: Karlovingerstraße -> Karolingerstraße,places,Karlovingerstraße,Karolingerstraße,similar,candidate,2,190,similarity 0.91; kind locality / locality,y,garble of Karolingerstraße
places: Karlschingerstraße -> Karlschingstraße,places,Karlschingerstraße,Karlschingstraße,similar,candidate,2,2,similarity 0.94; kind locality / locality,n,superseded; another canonical accepted
places: Karlsingerstraße -> Karlschingerstraße,places,Karlsingerstraße,Karlschingerstraße,similar,candidate,1,2,similarity 0.94; kind - / locality,n,Karlsinger vs Karlschinger unclear
places: Karlsingerstraße -> Karlsebingerstraße,places,Karlsingerstraße,Karlsebingerstraße,similar,candidate,1,10,similarity 0.94; kind - / locality,n,unclear garbles
places: Karlsteingerstraße -> Karlsebingerstraße,places,Karlsteingerstraße,Karlsebingerstraße,similar,candidate,1,10,similarity 0.95; kind - / locality,n,unclear garbles
places: Karlsteingestraße -> Karlsebingerstraße,places,Karlsteingestraße,Karlsebingerstraße,similar,candidate,2,10,similarity 0.92; kind locality / locality,n,unclear garbles
places: Karlsfelderstraße -> Karlsfelder Straße,places,Karlsfelderstraße,Karlsfelder Straße,similar,candidate,2,16,similarity 0.97; kind locality / locality,y,compound spacing
places: Karlsteingerstraße -> Karlsingerstraße,places,Karlsteingerstraße,Karlsingerstraße,similar,candidate,1,1,similarity 0.94; kind - / -,n,unclear garbles
places: Karlsingerstraße -> Karlsteingestraße,places,Karlsingerstraße,Karlsteingestraße,similar,candidate,1,2,similarity 0.91; kind - / locality,n,unclear garbles
places: Karlsingerstraße -> Karolingerstraße,places,Karlsingerstraße,Karolingerstraße,similar,candidate,1,190,similarity 0.94; kind - / locality,y,garble of Karolingerstraße
places: Karlsteingerstraße -> Karlsteingestraße,places,Karlsteingerstraße,Karlsteingestraße,similar,candidate,1,2,similarity 0.97; kind - / locality,y,r/e variant same garble
places: Karolinenstraße 18 -> Karolinenstraße,places,Karolinenstraße 18,Karolinenstraße,similar,candidate,4,28,similarity 0.91; kind locality / locality,n,house number is specific address
places: Karolingenstraße -> Karolinenstraße,places,Karolingenstraße,Karolinenstraße,similar,candidate,6,28,similarity 0.97; kind locality / locality,n,superseded; another canonical accepted
places: Karolinenstraße -> Karolingerstraße,places,Karolinenstraße,Karolingerstraße,similar,candidate,28,190,similarity 0.91; kind locality / locality,y,OCR variant of Karolingerstraße; same Munich street
places: Karolinenstraße 18 -> Karolingerstraße 18,places,Karolinenstraße 18,Karolingerstraße 18,similar,candidate,4,6,similarity 0.92; kind locality / locality,y,same house number 18; OCR variant
places: Karolingenstraße -> Karolingerstraße,places,Karolingenstraße,Karolingerstraße,similar,candidate,6,190,similarity 0.94; kind locality / locality,y,OCR variant same street
places: Karolsinger Allee -> Karolinger Allee,places,Karolsinger Allee,Karolinger Allee,similar,candidate,2,34,similarity 0.97; kind locality / locality,y,OCR variant same street
places: Karwinger Allee -> Karolinger Allee,places,Karwinger Allee,Karolinger Allee,similar,candidate,2,34,similarity 0.90; kind locality / locality,y,OCR variant of Karolinger Allee; same Munich context
places: Karolingerstraße 13 -> Karolingerstraße,places,Karolingerstraße 13,Karolingerstraße,similar,candidate,2,190,similarity 0.92; kind locality / locality,n,house address vs whole street
places: Karolingerstraße 18 -> Karolingerstraße,places,Karolingerstraße 18,Karolingerstraße,similar,candidate,6,190,similarity 0.92; kind locality / locality,n,house address vs whole street
places: Karolingerstraße 13 -> Karolingerstraße 18,places,Karolingerstraße 13,Karolingerstraße 18,similar,candidate,2,6,similarity 0.95; kind locality / locality,n,different house numbers
places: Karwinskystraße -> Karwinskistraße,places,Karwinskystraße,Karwinskistraße,similar,candidate,4,8,similarity 0.94; kind locality / locality,y,i/y spelling of same street
places: Kastenkopf beim Schrecksee -> Kastenkopf am Schrecksee,places,Kastenkopf beim Schrecksee,Kastenkopf am Schrecksee,similar,candidate,2,2,similarity 0.92; kind locality / locality,y,preposition variant; same entry
places: Kaulbachstraße 10 -> Kaulbachstraße,places,Kaulbachstraße 10,Kaulbachstraße,similar,candidate,2,38,similarity 0.91; kind locality / locality,n,house address vs whole street
places: Kaulbachstraße 14 -> Kaulbachstraße,places,Kaulbachstraße 14,Kaulbachstraße,similar,candidate,1,38,similarity 0.91; kind - / locality,n,house address vs whole street
places: Kaulbachstraße 14 -> Kaulbachstraße 10,places,Kaulbachstraße 14,Kaulbachstraße 10,similar,candidate,1,2,similarity 0.94; kind - / locality,n,different house numbers
places: Kemnat -> Kemnath,places,Kemnat,Kemnath,similar,candidate,1,5,similarity 0.92; kind - / locality,y,th/t spelling; Kemnat near Kaufbeuren
places: Kessel-Alm -> Kesselalm,places,Kessel-Alm,Kesselalm,similar,candidate,1,6,similarity 0.95; kind - / locality,y,hyphen variant
places: Kesselberg-Straße -> Kesselbergstraße,places,Kesselberg-Straße,Kesselbergstraße,similar,candidate,1,11,similarity 0.97; kind - / locality,y,hyphen variant
places: Kindeweg -> Kinderweg,places,Kindeweg,Kinderweg,similar,candidate,4,14,similarity 0.94; kind locality / locality,y,OCR dropped letter; same volume
places: Kirch -> Kirche,places,Kirch,Kirche,similar,candidate,1,16,similarity 0.91; kind - / locality,y,truncated same generic term
places: Kirschzell -> Kirchzell,places,Kirschzell,Kirchzell,similar,candidate,2,4,similarity 0.95; kind locality / locality,y,spelling variant; both Kaufbeuren context
places: Klausen -> Klause,places,Klausen,Klause,similar,candidate,5,16,similarity 0.92; kind locality / locality,n,Klausen town vs Klause; different words
places: Klausenstraße -> Klausenerstraße,places,Klausenstraße,Klausenerstraße,similar,candidate,1,2,similarity 0.93; kind - / locality,y,dropped syllable; same rare Munich street
places: Kleiner Teich -> Kleine Teiche,places,Kleiner Teich,Kleine Teiche,similar,candidate,2,2,similarity 0.92; kind locality / locality,n,singular vs plural; different entry places
places: Kleines Walsertal -> Kleinwalsertal,places,Kleines Walsertal,Kleinwalsertal,similar,candidate,8,16,similarity 0.90; kind locality / locality,y,same valley; both spellings used
places: Knotenkopf -> Knottenkopf,places,Knotenkopf,Knottenkopf,similar,candidate,2,6,similarity 0.95; kind locality / locality,y,single/double t; same days V11
places: Krähenkolonie -> Krähen-Kolonie,places,Krähenkolonie,Krähen-Kolonie,similar,candidate,3,9,similarity 0.97; kind locality / locality,y,hyphen variant
places: Kraftwerk Neufinsing -> Kraftwerk Finsing,places,Kraftwerk Neufinsing,Kraftwerk Finsing,similar,candidate,2,10,similarity 0.92; kind locality / locality,y,same power plant; both in same entry
places: Kraftwerk Neufinsing -> Kraftwerk Neufinning,places,Kraftwerk Neufinsing,Kraftwerk Neufinning,similar,candidate,2,2,similarity 0.95; kind locality / locality,n,superseded; another canonical accepted
places: Krautäcker -> Krautacker,places,Krautäcker,Krautacker,similar,candidate,1,2,similarity 0.95; kind - / locality,y,singular/plural field name
places: Kronenberg -> Kroneberg,places,Kronenberg,Kroneberg,similar,candidate,2,2,similarity 0.95; kind locality / locality,n,Kaufbeuren vs Bovenden contexts; different places
places: Krottenmühle -> Krottmühle,places,Krottenmühle,Krottmühle,similar,candidate,2,3,similarity 0.92; kind locality / locality,y,same trip Aug 1928; spelling variant
places: Künstersweg -> Künsterweg,places,Künstersweg,Künsterweg,similar,candidate,2,11,similarity 0.96; kind locality / locality,y,OCR variant same street
places: Künstersweg -> Künterweg,places,Künstersweg,Künterweg,similar,candidate,2,8,similarity 0.91; kind locality / locality,n,superseded; another canonical accepted
places: Künterweg -> Künsterweg,places,Künterweg,Künsterweg,similar,candidate,8,11,similarity 0.95; kind locality / locality,y,OCR variant same street V32
places: Kuntersweg -> Kunterweg,places,Kuntersweg,Kunterweg,similar,candidate,4,10,similarity 0.95; kind locality / locality,y,OCR variant same street
places: Land Eck -> Landeck,places,Land Eck,Landeck,similar,candidate,2,2,similarity 0.93; kind locality / -,y,split spelling of Landeck
places: Landshamerstraße -> Landshamer Straße,places,Landshamerstraße,Landshamer Straße,similar,candidate,2,33,similarity 0.97; kind locality / locality,y,space/compound variant
places: Landskrone -> Landskrona,places,Landskrone,Landskrona,similar,candidate,1,54,similarity 0.90; kind - / locality,y,OCR variant; Sweden 1953 trip
places: Langbürgener See -> Langbürger See,places,Langbürgener See,Langbürger See,similar,candidate,4,4,similarity 0.94; kind locality / locality,n,superseded; another canonical accepted
places: Langbürgener See -> Langbürgner See,places,Langbürgener See,Langbürgner See,similar,candidate,4,12,similarity 0.97; kind locality / locality,y,same Chiemgau lake; spelling variant
places: Langbürgener See -> Langenbürgner See,places,Langbürgener See,Langenbürgner See,similar,candidate,4,6,similarity 0.91; kind locality / locality,n,superseded; another canonical accepted
places: Langbürger See -> Langbürgner See,places,Langbürger See,Langbürgner See,similar,candidate,4,12,similarity 0.97; kind locality / locality,y,same Chiemgau lake; spelling variant
places: Langbürger See -> Langenbürgner See,places,Langbürger See,Langenbürgner See,similar,candidate,4,6,similarity 0.91; kind locality / locality,n,superseded; another canonical accepted
places: Langenbürgner See -> Langbürgner See,places,Langenbürgner See,Langbürgner See,similar,candidate,6,12,similarity 0.94; kind locality / locality,y,same Chiemgau lake; spelling variant
places: Langengeislingen -> Langengeisling,places,Langengeislingen,Langengeisling,similar,candidate,2,6,similarity 0.93; kind locality / locality,y,inflection variant; Erding district
places: Langewalter Weiher -> Langenwalder Weiher,places,Langewalter Weiher,Langenwalder Weiher,similar,candidate,14,20,similarity 0.92; kind locality / locality,y,OCR variant same Kaufbeuren-area pond
places: Lankenheimer Wäldchen -> Lankesheimer Wäldchen,places,Lankenheimer Wäldchen,Lankesheimer Wäldchen,similar,candidate,4,10,similarity 0.95; kind locality / locality,y,OCR variant same wood
places: Lauffen -> Laufen,places,Lauffen,Laufen,similar,candidate,2,8,similarity 0.92; kind locality / locality,y,ff/f spelling; Laufen Salzach
places: Lauterer Straße -> Lautererstraße,places,Lauterer Straße,Lautererstraße,similar,candidate,2,6,similarity 0.97; kind locality / locality,y,space/compound variant
places: Lauterstraße -> Lautererstraße,places,Lauterstraße,Lautererstraße,similar,candidate,2,6,similarity 0.93; kind locality / locality,y,dropped syllable same street
places: Leinebach -> Leinbach,places,Leinebach,Leinbach,similar,candidate,3,36,similarity 0.94; kind locality / locality,y,same trip April 1953; spelling
places: Leinthaler Straße -> Leinthalerstraße,places,Leinthaler Straße,Leinthalerstraße,similar,candidate,2,18,similarity 0.97; kind locality / locality,y,space/compound variant; same entry
places: Lienzi -> Lienz,places,Lienzi,Lienz,similar,candidate,1,4,similarity 0.91; kind - / locality,y,OCR trailing letter
places: Linau -> Lindau,places,Linau,Lindau,similar,candidate,7,129,similarity 0.91; kind locality / locality,n,possibly Leinau near Kaufbeuren; unclear
places: linkes Isar-Ufer -> linkes Isarufer,places,linkes Isar-Ufer,linkes Isarufer,similar,candidate,1,1,similarity 0.97; kind - / -,y,hyphen variant
places: Lustenau -> Lustnau,places,Lustenau,Lustnau,similar,candidate,1,2,similarity 0.93; kind - / locality,n,Lustenau Vorarlberg vs Lustnau Tübingen; unclear
places: Märgisried -> Mängisried,places,Märgisried,Mängisried,similar,candidate,2,6,similarity 0.91; kind locality / locality,n,different context; unclear which name
places: Märgisried -> Märisried,places,Märgisried,Märisried,similar,candidate,2,8,similarity 0.95; kind locality / locality,y,OCR variant; both Elbsee context
places: Märgisried -> Märzisried,places,Märgisried,Märzisried,similar,candidate,2,3,similarity 0.91; kind locality / -,n,superseded; another canonical accepted
places: Märzisried -> Märisried,places,Märzisried,Märisried,similar,candidate,3,8,similarity 0.95; kind - / locality,y,OCR variant same rare name
places: Märzburg -> Märzenburg,places,Märzburg,Märzenburg,similar,candidate,2,15,similarity 0.90; kind locality / locality,y,Kaufbeuren Märzenburg; syllable dropped
places: Märzenhalde -> Märzhalde,places,Märzenhalde,Märzhalde,similar,candidate,2,3,similarity 0.91; kind - / locality,y,Kaufbeuren locality; syllable variant
places: Märzenriet -> Märzenried,places,Märzenriet,Märzenried,similar,candidate,1,4,similarity 0.91; kind - / locality,y,t/d spelling
places: Magnisstraße -> Magnusstraße,places,Magnisstraße,Magnusstraße,similar,candidate,4,25,similarity 0.92; kind locality / locality,y,i/u handwriting confusion; same Munich street
places: Maingraben -> Maieingraben,places,Maingraben,Maieingraben,similar,candidate,1,2,similarity 0.91; kind - / -,n,both garbled; no context; unclear
places: Maieringer See -> Mairinger See,places,Maieringer See,Mairinger See,similar,candidate,9,210,similarity 0.96; kind locality / locality,y,OCR variant of Maisinger See
places: Maiing -> Mailing,places,Maiing,Mailing,similar,candidate,1,4,similarity 0.92; kind - / locality,n,superseded; another canonical accepted
places: Maiing -> Maing,places,Maiing,Maing,similar,candidate,1,2,similarity 0.91; kind - / locality,n,superseded; another canonical accepted
places: Maiing -> Maining,places,Maiing,Maining,similar,candidate,1,248,similarity 0.92; kind - / locality,y,OCR variant of Maising
places: Maiing -> Mairing,places,Maiing,Mairing,similar,candidate,1,126,similarity 0.92; kind - / locality,n,superseded; another canonical accepted
places: Maiing -> Maising,places,Maiing,Maising,similar,candidate,1,113,similarity 0.92; kind - / settlement,n,superseded; another canonical accepted
places: Mailinger Schlucht -> Mainger Schlucht,places,Mailinger Schlucht,Mainger Schlucht,similar,candidate,2,2,similarity 0.94; kind locality / locality,n,superseded; another canonical accepted
places: Mailinger Schlucht -> Maininger Schlucht,places,Mailinger Schlucht,Maininger Schlucht,similar,candidate,2,22,similarity 0.94; kind locality / locality,n,superseded; another canonical accepted
places: Mailinger Schlucht -> Mairinger Schlucht,places,Mailinger Schlucht,Mairinger Schlucht,similar,candidate,2,8,similarity 0.94; kind locality / locality,n,superseded; another canonical accepted
places: Mailinger Schlucht -> Maisinger Schlucht,places,Mailinger Schlucht,Maisinger Schlucht,similar,candidate,2,123,similarity 0.94; kind locality / locality,y,OCR variant of Maisinger Schlucht
places: Mainger Schlucht -> Maininger Schlucht,places,Mainger Schlucht,Maininger Schlucht,similar,candidate,2,22,similarity 0.94; kind locality / locality,n,superseded; another canonical accepted
places: Mainger Schlucht -> Mairinger Schlucht,places,Mainger Schlucht,Mairinger Schlucht,similar,candidate,2,8,similarity 0.94; kind locality / locality,n,superseded; another canonical accepted
places: Mainger Schlucht -> Maisinger Schlucht,places,Mainger Schlucht,Maisinger Schlucht,similar,candidate,2,123,similarity 0.94; kind locality / locality,y,OCR variant of Maisinger Schlucht
places: Mainingersee -> Maingersee,places,Mainingersee,Maingersee,similar,candidate,2,2,similarity 0.91; kind - / locality,n,superseded; another canonical accepted
places: Mairinger Au -> Maininger Au,places,Mairinger Au,Maininger Au,similar,candidate,1,2,similarity 0.92; kind - / locality,n,superseded; another canonical accepted
places: Maininger Au -> Maisinger Au,places,Maininger Au,Maisinger Au,similar,candidate,2,13,similarity 0.92; kind locality / locality,y,OCR variant of Maisinger Au
places: Mairinger Bach -> Maininger Bach,places,Mairinger Bach,Maininger Bach,similar,candidate,2,2,similarity 0.93; kind locality / locality,n,superseded; another canonical accepted
places: Maininger Bach -> Maisinger Bach,places,Maininger Bach,Maisinger Bach,similar,candidate,2,8,similarity 0.93; kind locality / locality,y,OCR variant of Maisinger Bach
places: Mairinger Schlucht -> Maininger Schlucht,places,Mairinger Schlucht,Maininger Schlucht,similar,candidate,8,22,similarity 0.94; kind locality / locality,n,superseded; another canonical accepted
places: Maininger Schlucht -> Maisinger Schlucht,places,Maininger Schlucht,Maisinger Schlucht,similar,candidate,22,123,similarity 0.94; kind locality / locality,y,OCR variant of Maisinger Schlucht
places: Mainingersee -> Maininger See,places,Mainingersee,Maininger See,similar,candidate,2,431,similarity 0.96; kind - / locality,y,compound spacing variant
places: Mairinger See -> Maininger See,places,Mairinger See,Maininger See,similar,candidate,210,431,similarity 0.92; kind locality / locality,n,superseded; another canonical accepted
places: Maininger See -> Maisinger See,places,Maininger See,Maisinger See,similar,candidate,431,1560,similarity 0.92; kind locality / locality,y,OCR variant of Maisinger See; Pöcking contexts
places: Maisinger See Westseite -> Maininger See (Westseite),places,Maisinger See Westseite,Maininger See (Westseite),similar,candidate,2,6,similarity 0.96; kind locality / locality,y,OCR variant; same lake west side
places: Mairingen See -> Mairinger See,places,Mairingen See,Mairinger See,similar,candidate,2,210,similarity 0.92; kind - / locality,y,inflection variant
places: Mairinger Au -> Maisinger Au,places,Mairinger Au,Maisinger Au,similar,candidate,1,13,similarity 0.92; kind - / locality,y,OCR variant of Maisinger Au
places: Mairinger Bach -> Maisinger Bach,places,Mairinger Bach,Maisinger Bach,similar,candidate,2,8,similarity 0.93; kind locality / locality,y,OCR variant of Maisinger Bach
places: Mairinger Schlucht -> Maisinger Schlucht,places,Mairinger Schlucht,Maisinger Schlucht,similar,candidate,8,123,similarity 0.94; kind locality / locality,y,OCR variant of Maisinger Schlucht
places: Mairinger See -> Maisinger See,places,Mairinger See,Maisinger See,similar,candidate,210,1560,similarity 0.92; kind locality / locality,y,OCR variant of Maisinger See
"places: Maisinger See, am Schirm -> Maisinger See (Schirm)",places,"Maisinger See, am Schirm",Maisinger See (Schirm),similar,candidate,4,4,similarity 0.93; kind locality / locality,y,punctuation variant; same hide
places: Maisinger See Südost-Ende -> Maisinger See Südende,places,Maisinger See Südost-Ende,Maisinger See Südende,similar,candidate,2,6,similarity 0.92; kind locality / locality,n,Südost vs Süd compass variant
places: Maisinger See Südwest-Ende -> Maisinger See Südost-Ende,places,Maisinger See Südwest-Ende,Maisinger See Südost-Ende,similar,candidate,2,2,similarity 0.94; kind locality / locality,n,Südwest vs Südost; different ends
places: Maria Hilf -> Mariahilf,places,Maria Hilf,Mariahilf,similar,candidate,1,7,similarity 0.95; kind - / locality,y,space variant
places: Maria-Theresiastraße -> Maria-Theresia-Straße,places,Maria-Theresiastraße,Maria-Theresia-Straße,similar,candidate,2,6,similarity 0.98; kind locality / locality,y,hyphen variant
places: Marling -> Maring,places,Marling,Maring,similar,candidate,1,5,similarity 0.92; kind - / locality,n,Marling South Tyrol vs Maring; unclear
places: Marring -> Maring,places,Marring,Maring,similar,candidate,4,5,similarity 0.92; kind locality / locality,y,rr/r spelling; both Munich context
places: Markt Altdorf -> Markt Almtorf,places,Markt Altdorf,Markt Almtorf,similar,candidate,2,2,similarity 0.92; kind locality / locality,y,Almtorf OCR of Altdorf
places: Markt Oberdorf -> Marktoberdorf,places,Markt Oberdorf,Marktoberdorf,similar,candidate,6,19,similarity 0.96; kind - / locality,y,space variant of Marktoberdorf
places: Marling -> Marzling,places,Marling,Marzling,similar,candidate,1,2,similarity 0.93; kind - / locality,n,Marling vs Marzling; different places
places: Mauerbrück -> Mauernbrücke,places,Mauerbrück,Mauernbrücke,similar,candidate,1,3,similarity 0.92; kind - / locality,y,dialect shortening same rare name
places: Mauerkircher Straße -> Mauerkircherstraße,places,Mauerkircher Straße,Mauerkircherstraße,similar,candidate,2,15,similarity 0.97; kind locality / locality,y,space/compound variant
places: Max Weberplatz -> Max-Weber-Platz,places,Max Weberplatz,Max-Weber-Platz,similar,candidate,1,9,similarity 0.97; kind - / -,y,hyphen variant
places: Maximilians-Anlagen -> Maximiliananlagen,places,Maximilians-Anlagen,Maximiliananlagen,similar,candidate,2,6,similarity 0.94; kind - / locality,n,superseded; another canonical accepted
places: Maximiliananlagen -> Maximiliansanlagen,places,Maximiliananlagen,Maximiliansanlagen,similar,candidate,6,37,similarity 0.97; kind locality / locality,y,genitive s variant same park
places: Maximilianbrücke -> Maximiliansbrücke,places,Maximilianbrücke,Maximiliansbrücke,similar,candidate,3,19,similarity 0.97; kind locality / locality,y,genitive s variant same bridge
places: Maximilians-Anlagen -> Maximiliansanlagen,places,Maximilians-Anlagen,Maximiliansanlagen,similar,candidate,2,37,similarity 0.97; kind - / locality,y,hyphen variant same park
places: Mayerinstraße -> Mayernstraße,places,Mayerinstraße,Mayernstraße,similar,candidate,2,2,similarity 0.96; kind locality / locality,y,OCR variant same rare Munich street
places: Meiniger See -> Meininger See,places,Meiniger See,Meininger See,similar,candidate,6,104,similarity 0.96; kind locality / locality,y,OCR variant of Maisinger See
places: Meiningersee -> Meiniger See,places,Meiningersee,Meiniger See,similar,candidate,4,6,similarity 0.92; kind locality / locality,n,superseded; another canonical accepted
places: Meininger Schlicht -> Meininger Schlucht,places,Meininger Schlicht,Meininger Schlucht,similar,candidate,2,4,similarity 0.94; kind locality / locality,y,Schlicht OCR of Schlucht
places: Meiringer Schlucht -> Meininger Schlucht,places,Meiringer Schlucht,Meininger Schlucht,similar,candidate,3,4,similarity 0.94; kind locality / locality,y,OCR variant of Maisinger Schlucht
places: Meiningersee -> Meininger See,places,Meiningersee,Meininger See,similar,candidate,4,104,similarity 0.96; kind locality / locality,y,compound spacing variant
places: Meiringer See -> Meininger See,places,Meiringer See,Meininger See,similar,candidate,59,104,similarity 0.92; kind locality / locality,y,OCR variant of Maisinger See
places: Meisinger See -> Meininger See,places,Meisinger See,Meininger See,similar,candidate,4,104,similarity 0.92; kind locality / locality,y,OCR variant of Maisinger See
places: Meisinger See -> Meiringer See,places,Meisinger See,Meiringer See,similar,candidate,4,59,similarity 0.92; kind locality / locality,n,superseded; another canonical accepted
places: Mentelschwaige -> Menterschwaige,places,Mentelschwaige,Menterschwaige,similar,candidate,8,28,similarity 0.93; kind locality / locality,y,OCR variant of Menterschwaige
places: Menzingerstraße -> Menzinger Straße,places,Menzingerstraße,Menzinger Straße,similar,candidate,4,6,similarity 0.97; kind locality / locality,y,space/compound variant
places: Merzburg -> Merburg,places,Merzburg,Merburg,similar,candidate,1,4,similarity 0.93; kind - / locality,n,both unknown; unclear
places: Mieminger Platte -> Mieminger Plateau,places,Mieminger Platte,Mieminger Plateau,similar,candidate,1,2,similarity 0.91; kind - / locality,y,Platte/Plateau same Tyrol plateau
places: Mittelsberg -> Mittelberg,places,Mittelsberg,Mittelberg,similar,candidate,2,11,similarity 0.95; kind locality / locality,y,genitive s variant; same 1948 context
places: Mittelgeräumt -> Mittergeräumt,places,Mittelgeräumt,Mittergeräumt,similar,candidate,2,23,similarity 0.93; kind locality / locality,y,OCR variant Perlacher Forst trail
places: Mittlergewand -> Mittergewand,places,Mittlergewand,Mittergewand,similar,candidate,2,9,similarity 0.96; kind locality / locality,y,OCR variant Perlacher Forst trail
places: mittlerer Thb. -> mittlerer Hb,places,mittlerer Thb.,mittlerer Hb,similar,candidate,2,4,similarity 0.96; kind locality / locality,n,unclear abbreviations
places: mittlerer Wb. -> mittlerer Hb,places,mittlerer Wb.,mittlerer Hb,similar,candidate,2,4,similarity 0.92; kind locality / locality,n,unclear abbreviations
places: mittlerer Wb. -> mittleres Wb,places,mittlerer Wb.,mittleres Wb,similar,candidate,2,6,similarity 0.92; kind locality / locality,y,grammatical inflection same abbreviation
places: Mörsingen -> Mörslingen,places,Mörsingen,Mörslingen,similar,candidate,1,2,similarity 0.95; kind - / locality,n,Mörsingen vs Mörslingen both real; unclear
places: Moorsburg -> Moosburg,places,Moorsburg,Moosburg,similar,candidate,1,58,similarity 0.94; kind - / locality,y,OCR variant of Moosburg
places: Moorwiesen -> Mooswiesen,places,Moorwiesen,Mooswiesen,similar,candidate,1,3,similarity 0.90; kind - / -,n,Moor vs Moos different words
places: Moos-Marie -> Moosmarie,places,Moos-Marie,Moosmarie,similar,candidate,4,15,similarity 0.95; kind locality / locality,y,hyphen variant
